headline,label
"fitch removes pnb from rating watch negative; lenders npa ratio peaks. lenders profitability remains under pressure, says ratings agency",negative
"modi govt to push rbi to lift lending restrictions on some banks: report. the members, including government nominees, will press for some of the weak banks to be removed from the so-called prompt .",neutral
ifc plans to invest around $20 mn in suryoday small finance bank. world banks investment arm said that the proposed investment would demonstrate ifcs continued support to its financial .,neutral
"shoemakers feel the pinch of weak rupee, closure of tanneries in up. according to industry sources, shoe companies are contemplating increasing prices",negative
insolvency rules change likely to strengthen bankruptcy board of india. an amendment in the ibc will clear any ambiguity regar­ding the rules on punitive action that can be taken by the regulator after .,negative
"nhb seeks liquidity window from rbi for housing finance companies. nhb has proposed the rbi to hike this lending limit for the company from 10 times to 12.5-13 times of the net-owned funds, which .",positive
rbi reduces hedging requirements for ecbs of 3-5 years to 70% from 100%. the hedging reduction would help indian firms borrow funds relatively cheaply as hedging cost added up substantially to the final .,positive
"yes banks promoter firms prepay rs 4 billion of loans to mutual funds. interestingly, the day the rating was reaffirmed, the share price of yes bank was down 50% in three months",neutral
rbi reduces hedging provision for external commercial borrowings to 70%. the relaxed norms will apply to the ecbs with a maturity period between 3 and 5 years,neutral
"yes banks kapoor family repays rs 4 billion to two mutual funds. rana kapoor had said he did not intend to sell his holding in the bank, even after he leaves the bank",neutral
over 12 players show interest in buying stake in il&fs securities business. the il&fs group will shortly be launching the asset monetisation process for the sale of many other assets as part of its ongoing .,neutral
"tight liquidity may prompt banks to stay away from nbfc, hfc bonds: report. the report said the move is likely to improve funding access for entities rated ind a or lower",neutral
rbi must provide more liquidity to nbfcs to boost lending: dea secretary. a liquidity crunch had hit indias shadow banks in september and october after a major infrastructure funding company defaulted .,positive
"leading banks squeeze money flow to car dealers after inventory pile-up. banks, which are aware of the retail car sales trend, are also apprising manufacturers of the critical situation and asking them .",negative
"finmin hopes 3-4 banks out of 11 will be out of pca watchlist this fiscal. last week, the rbi in its central board meeting decided the issue of banks under pca will be examined by board for financial .",neutral
"il&fs fiasco: india is missing the wake-up call from its shadow-bank bust. when the il&fs show did stop, risk management was nowhere to be found; fiduciary responsibilities were similarly absent",negative
"central bank plans to buy rs 30 billion of retail loans in next 4 months. while cost reduction and recoveries from bad loans was on top of their agenda, the bank also has to grow its loan book for more .",neutral
"banks have dominated in top management changes this year: report. there have been as many as 18 top management changes in listed public sector banks, and another nine in the private banking space",neutral
"banks under pca see 400 bps rise in retail loans share at 19%: report. among the current crop of 11 banks under the pca, the first to fall in line was united bank of india in early 2014",positive
"j&k bank made a public sector unit, brought under purview of rti, cvc. in a far-reaching decision, the jammu and kashmir bank has been brought under the purview of the right to information (rti) act, .",neutral
govt for more central board members in key rbi panel ahead of dec 14 meet. sources said the government had moved a proposal titled governance in rbi at least six months back,neutral
"rbi rejected govt proposal to apply basel-iii guidelines to four banks. rbi has not acceded to the governments demand of altering the risk weights assigned to the micro, small and medium enterprises .",neutral
banks plan to create blockchain platform with swift india to avert frauds. the first blockchain project in the country went live some months ago,positive
