Unnamed: 0,Date,Title,Description,sentiment,label
1540,"September 03, 2019, Tuesday",RBI task force calls for central corporate loan contract registry,"The six-member task force, headed by Canara Bank chairman TN Manoharan, was formed to examine the scope for developing a ...",neutral,1
1541,"September 03, 2019, Tuesday","Mega merger of public sector banks is a good move, but ill-timed: Analysts","Fear of credit growth, particularly for larger banks, spooked PSB stocks on Tuesday",neutral,1
1542,"September 03, 2019, Tuesday","ICICI Bank targets 23% retail loan growth at Rs 4,900 cr in UP during FY20","The private sector lender to lean on two segments of the business, namely consumer loans and mortgages",positive,2
1543,"September 03, 2019, Tuesday","Latest bank mergers unlikely to revive growth, profitability: Credit Suisse","Last Friday, the government had unveiled a mega plan to merge as many as 10 public sector banks into four to help create stronger ...",positive,2
1544,"September 03, 2019, Tuesday",Indian Bank expects to merge with Allahabad Bank by end of FY20: Official,"The merger of Indian Bank and Allahabad Bank will create a robust entity with a pan-India presence, she said",neutral,1
1545,"September 03, 2019, Tuesday",Will establish IOB as bank focused on South India: MD and CEO Karnam Sekar,"In a Q&A, the bank's chief also dwells the strategies to trim down the lender's non-performing assets",neutral,1
1546,"September 03, 2019, Tuesday",ARC role in resolution may help pare NPAs to Rs 9.1 trn by March: Crisil,"With the share of cash deals rising, discounts could remain high. To make way for newer acquisitions and attract new and repeat ...",positive,2
1547,"September 03, 2019, Tuesday","Bank merger will slow down loan growth, rivals likely to benefit: Analysts",Futures contracts on India's Nifty 50 Index dropped 1% in Singapore on Monday,negative,0
1548,"September 02, 2019, Monday",Banks to seamlessly share data on frauds through dedicated exchange,"The idea to create the exchange is the brainchild of three public sector banks - Bank of India, Bank of Baroda and Allahabad Bank",neutral,1
1549,"September 02, 2019, Monday","From return on assets to employee cost, private banks surpass PSBs",The cost per employee is the highest in large public sector banks,positive,2
1550,"September 02, 2019, Monday","Stress in the agriculture sector is significant, says Punjab & Sind Bank MD","Punjab is an important area of operation for the bank, says S Harisankar",negative,0
1551,"September 02, 2019, Monday",Forensic audits business expected to boom as RBI prepares new norms,"RBI's Annual Report for FY19 says the number frauds went up by 15% to 6,801 cases",positive,2
1552,"September 02, 2019, Monday",Fintech panel suggest legal framework to protect digital services consumers,The report said the Department of Financial Services should work with PSU banks to bring in more efficiency to their work and ...,neutral,1
1553,"September 02, 2019, Monday","25-quarter low GDP growth to hit bank earnings, increase asset quality pain","Besides recent corporate slippages, slowdown would impact unsecured retail loans, farm and micro finance loans, commercial real ...",positive,2
1554,"September 02, 2019, Monday",Banks meet on Sep 4 to discuss merger; SBI and BoB to share expertise,Lenders to be merged into a single entity to also hold separate meetings to chalk out roadmap; April 1 seen as pragmatic deadline ...,neutral,1
1555,"September 02, 2019, Monday",DBS lowers India's FY20 GDP growth to 6.2%; expects another rate cut in Dec,"Real GDP slowed to 5% year-on-year in 2Q (first quarter of FY20) from the first quarter's 5.8%, below DBS' sub-consensus and ...",negative,0
1556,"September 02, 2019, Monday",Indian Bank adopts repo rate as external benchmark for asset products,"Under the new regime, home loans can be had at 8.2% a year, while four-wheeler loans will carry 8.85%, which the lender says is ...",neutral,1
1557,"September 02, 2019, Monday",Bank scam: SC refuses to interfere with HC order for FIR against Ajit Pawar,"While disposing of the petition, the bench observed, that the case involves huge money and investigation cannot be stopped",negative,0
1558,"September 02, 2019, Monday",No silver bullet: Benefits of bank mergers to be visible only in long term,Whether folding one weak bank into another will make the combined entity any stronger remains to be seen,neutral,1
1559,"September 02, 2019, Monday",Branch rationalisation to HR challenge: Brokerage view on PSB consolidation,"Unlike private banks, most PSBs, analysts say, do not have clear specialisations and end up competing against each other",neutral,1
1560,"September 02, 2019, Monday","Govt's mega bank overhaul may hurt NPA clean-up, fight against growth slump",Any more debt repayment delays or defaults risk reversing an expected recovery in India's gross bad loan ratio and worsen a ...,negative,0
1561,"September 02, 2019, Monday","Latest PSB merger could create Rs 5,000 cr business in IT outsourcing","Including consultancy companies, around Rs 5,000 crore of business could be generated",neutral,1
1562,"September 01, 2019, Sunday",Market salary for a few in a public sector bank could be a chimera,"The possibility is that high calibre chief risk officers in the PSBs already earn Rs 1 crore to Rs 2 crore, whereas even SBI ...",neutral,1
1563,"September 01, 2019, Sunday",Not a single job will be lost due to merger of banks: Nirmala Sitharaman,Nirmala Sitharaman was replying to a question on the bank employees unions opposing the merger plan on the ground it would lead ...,negative,0
1564,"September 01, 2019, Sunday",PSBs consolidation building block for $5 trillion economy: Finance secy,The consolidation will help create strong and globally competitive banks with economies of scale and enable realisation of ...,neutral,1
1565,"August 31, 2019, Saturday","How technology integration, regional synergies drove bank merger plan",PNB will take over OBC and UBI to become the country's second-largest lender after SBI in terms of business,neutral,1
1566,"August 31, 2019, Saturday",Bank of India introduces repo-based interest rate for select loan products,Corporation Bank also announced launch of home loans linked with external benchmark,neutral,1
1567,"August 31, 2019, Saturday",Govt accepts State Bank of India MD Anshula Kant's resignation,Kant was appointed as the managing director and chief financial officer of the World Bank,neutral,1
1568,"August 31, 2019, Saturday",Bank employees stage protest against govt's decision to merge PSBs,AIBEA general secretary  C H Venkatachalam alleged the merger of public sector banks would mean closure of six banks,negative,0
1569,"August 31, 2019, Saturday","India Ratings downgrades YES Bank to 'IND A+', says 'outlook is negative'","""India Ratings and Research has downgraded Yes Bank Ltd's long-term issuer rating to 'IND A+' from 'IND AA-,"" the bank said in a ...",negative,0
1570,"August 31, 2019, Saturday","Merger will force branch closures, hit customer service: staff association","Branch closure would mean more customers going to fewer branches. Banking services would be impacted, as the customer population ...",negative,0
1571,"August 31, 2019, Saturday","PNB to hold meeting on Sept 5 to consider merger with OBC, United Bank",The government on Friday unveiled a mega plan to merge 10 public sector banks into four as part of plans to create fewer and ...,neutral,1
1572,"August 31, 2019, Saturday","Merger of PSBs: Move to improve efficiency, bargaining power, says industry","However, benefits from these measure, being structural in nature, will accrue in the long term, they said.",positive,2
1573,"August 31, 2019, Saturday",Merger will put together banks' strength: Andhra Bank's J Packirisamy,"Our capital to risk (weighted) assets ratio, or CRAR, is good, says Andhra Bank MD",neutral,1
1574,"August 31, 2019, Saturday",Merger will create fourth largest public sector bank: Syndicate Bank MD,"There were discussions in general since a few months, said Syndicate Bank MD Mrutyunjay Mohapatra",neutral,1
1575,"August 31, 2019, Saturday",FM Sitharaman's bank mergers step will make resolution process easier,Often the resolution process gets stuck with many smaller players not agreeing with the majority view,neutral,1
1576,"August 31, 2019, Saturday",There will be no loss of employment after merger of PSBs: Sankara Narayanan,"It was mainly based on system integration that the government took a call for amalgamation, said Narayanan",neutral,1
1577,"August 30, 2019, Friday","How the mergers will impact your bank accounts, debit cards and EMIs","If you book a new fixed deposit or take a fresh loan, the rate will be decided by the merged entity",neutral,1
1578,"August 30, 2019, Friday",Implications of bank mergers: Overhaul of subsidiaries to cause pain,"Number of branches, HR policies are other issues in bank mergers; bandwidth of managements will be tested",negative,0
1579,"August 30, 2019, Friday",NextGen PSBs: Govt unveils mega bank mergers to revive economic growth,10 banks to be merged into 4; Indian Bank & Allahabad to be one,positive,2
1580,"August 30, 2019, Friday","Mergers lack logic, will destabilise finance and economy more: Bank unions","While announcing the merger, finance minister Nirmala Sitharaman said plans is to create fewer but stronger global- sized banks ...",negative,0
1581,"August 30, 2019, Friday",I felt time was right for me to go: LVB MD & CEO Parthasarathi Mukherjee,"Claims he resigned for personal reasons, adds that a new person at the helm may succeed where he failed",neutral,1
